0.836,0.796,0.686,0.946,0.934,0.836,0.778,0.926,0.848,0.822,0.836,0.796,0.686,0.946,0.934,0.836,0.778,0.926,0.848,0.822,1,1,1,1,1,1,1,1,1,1,2.994,2.994,0.836,1.506,1.716,1.214,1.244,0.836,1.506,1.716,1.214,1.244,6.516,6.516
0.88,0.91,0.626,0.994,0.994,0.88,0.526,0.986,0.96,0.956,0.88,0.91,0.626,0.994,0.994,0.88,0.526,0.986,0.96,0.956,1,1,1,1,1,1,1,1,1,1,5.374,5.374,0.88,0.734,2.342,1.8,1.05,0.88,0.734,2.342,1.8,1.05,6.806,6.806
0.856,0.82,0.766,0.992,0.99,0.856,0.592,0.984,0.952,0.918,0.856,0.82,0.766,0.992,0.99,0.856,0.592,0.984,0.952,0.918,1,1,1,1,1,1,1,1,1,1,4.97,4.97,0.856,1.076,2.138,1.262,1.122,0.856,1.076,2.138,1.262,1.122,6.454,6.454
0.932,0.468,0.856,0.994,0.988,0.932,0.548,0.984,0.966,0.956,0.932,0.468,0.856,0.994,0.988,0.932,0.548,0.984,0.966,0.956,1,1,1,1,1,1,1,1,1,1,5.1,5.1,0.932,0.992,2.224,1.736,1.61,0.932,0.992,2.224,1.736,1.61,7.494,7.494
0.892,0.638,0.894,0.99,0.992,0.892,0.738,0.978,0.916,0.834,0.892,0.638,0.894,0.99,0.992,0.892,0.738,0.978,0.916,0.834,1,1,1,1,1,1,1,1,1,1,3.184,3.184,0.892,1.31,2.068,1.582,1.282,0.892,1.31,2.068,1.582,1.282,7.134,7.134
0.852,0.662,0.796,0.98,0.978,0.852,0.566,0.974,0.95,0.946,0.852,0.662,0.796,0.98,0.978,0.852,0.566,0.974,0.95,0.946,1,1,1,1,1,1,1,1,1,1,4.87,4.87,0.852,0.806,2.324,1.848,1.438,0.852,0.806,2.324,1.848,1.438,7.268,7.268
0.922,0.816,0.8,0.986,0.986,0.922,0.776,0.986,0.918,0.88,0.922,0.816,0.8,0.986,0.986,0.922,0.776,0.986,0.918,0.88,1,1,1,1,1,1,1,1,1,1,3.208,3.208,0.922,1.23,2.17,1.396,1.304,0.922,1.23,2.17,1.396,1.304,7.022,7.022
0.89,0.772,0.91,0.99,0.992,0.89,0.53,0.982,0.972,0.942,0.89,0.772,0.91,0.99,0.992,0.89,0.53,0.982,0.972,0.942,1,1,1,1,1,1,1,1,1,1,4.744,4.744,0.89,1.034,2.29,1.462,1.55,0.89,1.034,2.29,1.462,1.55,7.226,7.226
0.878,0.69,0.846,0.992,0.998,0.878,0.6,0.974,0.94,0.958,0.878,0.69,0.846,0.992,0.998,0.878,0.6,0.974,0.94,0.958,1,1,1,1,1,1,1,1,1,1,5.412,5.412,0.878,1.058,2.194,1.36,1.772,0.878,1.058,2.194,1.36,1.772,7.262,7.262
0.9,0.408,0.99,0.982,0.988,0.9,0.162,0.966,0.972,0.944,0.9,0.408,0.99,0.982,0.988,0.9,0.162,0.966,0.972,0.944,1,1,1,1,1,1,1,1,1,1,3.938,3.938,0.9,0.316,2.722,1.878,1.556,0.9,0.316,2.722,1.878,1.556,7.372,7.372
